title,description,category_x,image_url,text_cleaned
Where to eat:,"The first thing you’ll notice about North Avenue Beach is the sleek ocean liner-inspired beach house. The top deck is home to Castaways, a casual bar and grill that boasts some stunning views of the city. Also right on the beach, Shore Club offers a more upscale experience. Sip cocktails with your toes in the sand or reserve a private cabana with personalized bottle service.",beaches,https://cdn.choosechicago.com/uploads/2019/05/Shore_Club_2fb37cac-477f-4a01-8cec-ff7a95fdb28e-1024x829.png,the first thing you ll notice about north avenue beach is the sleek ocean liner inspired beach house the top deck is home to castaways a casual bar and grill that boasts some stunning views of the city also right on the beach shore club offers a more upscale experience sip cocktails with your toes in the sand or reserve a private cabana with personalized bottle service 
Where to eat:,"The first thing you’ll notice about North Avenue Beach is the sleek ocean liner-inspired beach house. The top deck is home to Castaways, a casual bar and grill that boasts some stunning views of the city. Also right on the beach, Shore Club offers a more upscale experience. Sip cocktails with your toes in the sand or reserve a private cabana with personalized bottle service.",beaches,https://cdn.choosechicago.com/uploads/2019/06/AA_BeachNorthAve_01-2400x1600.jpg,the first thing you ll notice about north avenue beach is the sleek ocean liner inspired beach house the top deck is home to castaways a casual bar and grill that boasts some stunning views of the city also right on the beach shore club offers a more upscale experience sip cocktails with your toes in the sand or reserve a private cabana with personalized bottle service 
Explore more,: Dine with a view at these waterfront restaurants and bars.,beaches,, dine with a view at these waterfront restaurants and bars 
Oak Street Beach,"Its close proximity to downtown and The Magnificent Mile makes  an easy (and scenic) pit stop. That also means you’ll get an up-close view of some iconic Chicago buildings, like 875 N. Michigan Ave. and historic The Drake Hotel.",beaches,https://cdn.choosechicago.com/uploads/2019/06/AAlexander_WaterCrashing-2-900x600.jpg,its close proximity to downtown and the magnificent mile makes an easy and scenic pit stop that also means you ll get an up close view of some iconic chicago buildings like  n michigan ave and historic the drake hotel 
What to do,": On the beach, you’ll find bike rentals, chair rentals, volleyball courts, and plenty of space to swim and spread out in the sand. This beach hosts a number of popular amateur and professional volleyball tournaments throughout the summer.",beaches,, on the beach you ll find bike rentals chair rentals volleyball courts and plenty of space to swim and spread out in the sand this beach hosts a number of popular amateur and professional volleyball tournaments throughout the summer 
Where to eat,": Reserve a cabana at Whispers at Oak Street Beach, where you can enjoy waterfront views and upscale beach fare, like ahi tuna nachos, crab cakes, and duck confit tacos.",beaches,, reserve a cabana at whispers at oak street beach where you can enjoy waterfront views and upscale beach fare like ahi tuna nachos crab cakes and duck confit tacos 
Loyola Beach,"A little farther north, you’ll find a tranquil atmosphere at , named for the nearby Loyola University campus. The quieter atmosphere, ample green space, and a playground make it a family favorite. Nearby, the Glenwood Avenue Arts District in the Rogers Park neighborhood offers vibrant murals, music venues, theaters, art galleries, and a mix of shops and restaurants.",beaches,,a little farther north you ll find a tranquil atmosphere at named for the nearby loyola university campus the quieter atmosphere ample green space and a playground make it a family favorite nearby the glenwood avenue arts district in the rogers park neighborhood offers vibrant murals music venues theaters art galleries and a mix of shops and restaurants 
What to do,": Around the beach, you’ll find Divvy bike rentals, sand volleyball courts, a natural area, and plenty of space to swim and spread out in the sand. This beach hosts a number of popular amateur and professional volleyball tournaments throughout the summer.",beaches,, around the beach you ll find divvy bike rentals sand volleyball courts a natural area and plenty of space to swim and spread out in the sand this beach hosts a number of popular amateur and professional volleyball tournaments throughout the summer 
Explore more,: Discover top things to do with our summer guide to Chicago.,beaches,, discover top things to do with our summer guide to chicago 
31st Street Beach ,"Love water sports? (also called Margaret T. Burroughs Beach) is the place to be. The beach itself is located within Burnham Park, originally envisioned by legendary Chicago architect Daniel Burnham (best known for designing the 1893 World’s Fair), and features sweeping skyline views.",beaches,,love water sports also called margaret t burroughs beach is the place to be the beach itself is located within burnham park originally envisioned by legendary chicago architect daniel burnham best known for designing the  world s fair and features sweeping skyline views 
What to do,": Head to the 31st Street Harbor to find Chicago Water Sports Rentals, where you can rent Jet Skis, pontoon boats, kayaks, and paddleboards.",beaches,, head to the st street harbor to find chicago water sports rentals where you can rent jet skis pontoon boats kayaks and paddleboards 
What to eat,: Pier 31is a beachside bar and grill featuring a walk-up window and plenty of outdoor seating.,beaches,, pier is a beachside bar and grill featuring a walk up window and plenty of outdoor seating 
Edgewater,"Located in , this beach is officially named Kathy Osterman Beach — though the locals just call it Hollywood Beach for its proximity to Hollywood Avenue. The beach is also a beloved part of the city’s thriving LGBTQ+ scene.",beaches,https://cdn.choosechicago.com/uploads/2023/06/AA_Hollywood_Beach_08-900x600.jpg,located in this beach is officially named kathy osterman beach — though the locals just call it hollywood beach for its proximity to hollywood avenue the beach is also a beloved part of the city s thriving lgbtq scene 
