title,description,image,Source,category,text_cleaned
Beatnik on the River,"is a Bohemian paradise tucked away on a quiet stretch of the Chicago River. The waterfront restaurant features lush plants, creative cocktails, and colorful daybeds perfect for lounging in the sun. The globally inspired menu includes bites like falafel with black tahini yogurt, Lebanese roast lamb, and scallops with JamÃ_n IbÃ©rico.",https://cdn.choosechicago.com/uploads/2019/06/Beatnik-On-The-River-2019-Francis-Son-Top-Pics-01-900x600.jpg,choosechicago,couple-outdoor dining,s a bohemian paradise tucked away on a quiet stretch of the chicago river the waterfront restaurant features lush plants creative cocktails and colorful daybeds perfect for lounging in the sun the globally inspired menu includes bites like falafel with black tahini yogurt lebanese roast lamb and scallops with jamÃ_n ibÃ©rico 
beer garden,"The lakefront Navy Pier offers tons of dining options, many with outdoor patios featuring sweeping water views. Enjoy live music and cold drinks in the , casual Latin fare at Bar Sol, cocktails and breathtaking views at Offshore Rooftop, and upscale Spanish cuisine at Lirica.",https://cdn.choosechicago.com/uploads/2019/06/NAVY_PIER_63_116e2fb6-bee1-434e-b0c3-452822e5d00f-900x601.jpg,choosechicago,couple-waterfront restaurants,the lakefront navy pier offers tons of dining options many with outdoor patios featuring sweeping water views enjoy live music and cold drinks in the casual latin fare at bar sol cocktails and breathtaking views at offshore rooftop and upscale spanish cuisine at lirica 
Big Jones,: Enjoy Southern cooking straight from New Orleans on this welcoming backyard patio in the Andersonville neighborhood.,,choosechicago,couple-outdoor dining, enjoy southern cooking straight from new orleans on this welcoming backyard patio in the andersonville neighborhood 
Big Star,"The  patio is the place to be during summer in Chicago. The bustling Wicker Park space is always packed on nice weather days, when people from all over the city gather to enjoy pitchers of margaritas, tacos on handmade tortillas, whisky cocktails, and the energy of the neighborhood. If the wait for a seat is too long, head to the walk-up window for a bag of tacos to enjoy in the nearby park.",https://cdn.choosechicago.com/uploads/2019/09/BigStar-900x600.jpg,choosechicago,couple-outdoor dining,the patio is the place to be during summer in chicago the bustling wicker park space is always packed on nice weather days when people from all over the city gather to enjoy pitchers of margaritas tacos on handmade tortillas whisky cocktails and the energy of the neighborhood if the wait for a seat is too long head to the walk up window for a bag of tacos to enjoy in the nearby park 
Big Star West Town,Heads up: The  location also has a large patio and a prime location near Fulton Market and the United Center.,,choosechicago,couple-outdoor dining,heads up the location also has a large patio and a prime location near fulton market and the united center 
Bike tours,"Sign up for Bobbyâ€™s Bike Hikeâ€™s kiddie edition, Bobbyâ€™s Tike Hike, designed specifically for kids aged 10 and under. Both Bobbyâ€™s Bike Hike and Bike and Roll Chicago give you the option of buying infant/toddler tickets that include special equipment such as child seats, comfy trailer carriers, and tag-a-long attachments.",,choosechicago,family-,sign bobby bike hike kiddie edition bobby tike hike designed specifically kid aged bobby bike hike bike roll chicago give option buying infant toddler ticket include special equipment child seat comfy trailer carrier tag long attachment
Blue Door Kitchen & Garden,"This charming Gold Coast gem feels like dining in the backyard of your (incredibly chic) best friend. The patio at  is a secluded outdoor space filled with string lights, hanging chandeliers, greenery, and bistro-style seating. The fresh, farm-to-table menu is crafted by chef-to-the-stars Art Smith and changes seasonally.",https://cdn.choosechicago.com/uploads/2020/01/Blue-Door-Kitchen-patio_photo-by-Skylar-Taft-900x593.png,choosechicago,couple-outdoor dining,this charming gold coast gem feels like dining in the backyard of your incredibly chic best friend the patio at is a secluded outdoor space filled with string lights hanging chandeliers greenery and bistro style seating the fresh farm to table menu is crafted by chef to the stars art smith and changes seasonally 
Blue Man Group,"is the epitome of theatre fun â€” a multi-sensory, performance art experience that keeps kids wide-eyed from the moment the curtain goes up. And if you pick a seat in the â€œSplash Zone,â€ expect things to get pretty messy!",https://cdn.choosechicago.com/uploads/2019/05/Blue-Man-Group-1.jpg,choosechicago,family-,epitome theatre fun multi sensory performance art experience keep kid wide eyed moment curtain go pick seat â€œ splash zone expect thing get pretty messy
BLVD Steakhouse,": This West Loop steakhouse extends the glamorous vibes onto its massive patio, complete with an outdoor bar.",,choosechicago,couple-outdoor dining, this west loop steakhouse extends the glamorous vibes onto its massive patio complete with an outdoor bar 
boat cruise options in Chicago,"Check out more , including architecture tours, fast-paced thrill rides, and sightseeing cruises.",,choosechicago,couple-dinner cruises,check out more including architecture tours fast paced thrill rides and sightseeing cruises 
BOKA,": In Lincoln Park,  serves their award-winning cuisine on the tucked-away back patio, complete with twinkling lights and lots of foliage.

has earned a Michelin star every year since 2011 thanks to its exceptional hospitality and award-winning seasonal American cuisine. Featuring stylish dining rooms that blend modern and vintage decor, this high-end Lincoln Park establishment crafts unforgettable farm-to-table dishes using locally sourced ingredients.",https://cdn.choosechicago.com/uploads/2019/05/ebk_20140213_boka_interior_high_0002_c2c374fa-8c07-4596-8c88-1b5bf9721935-e1563989923853-900x569.jpg,choosechicago,couple-romantic and outdoor," in lincoln park serves their award winning cuisine on the tucked away back patio complete with twinkling lights and lots of foliage 

has earned a michelin star every year since  thanks to its exceptional hospitality and award winning seasonal american cuisine featuring stylish dining rooms that blend modern and vintage decor this high end lincoln park establishment crafts unforgettable farm to table dishes using locally sourced ingredients "
BomboBar,"After dinner, walk to , a popular walk-up window serving over-the-top desserts all year long.",,choosechicago,couple-romantic weekend,after dinner walk to a popular walk up window serving over the top desserts all year long 
Broadway in Chicago,"brings hit musicals, world premieres, and more exciting productions to Chicago stages. Check the schedule for family-friendly programming like Peter Pan, The Lion King, Beauty and the Beast, and more.",,choosechicago,family-,brings hit musical world premiere exciting production chicago stage check schedule family friendly programming like peter pan lion king beauty beast
Bronzeville Childrenâ€™s Museum ,"The is the first African American childrenâ€™s museum in the country. Itâ€™s filled with exhibits for children aged 3 to 9, with a unique tour format that ensures kids get maximum educational value from each exhibit.",,choosechicago,family-,first african american child museum country filled exhibit child aged unique tour format ensures kid get maximum educational value exhibit
Bronzeville Winery,"This chic spot in the historic Bronzeville neighborhood features curated art on the walls, live music and DJ residencies, and a rotating wine list featuring women, minority, and Black winemakers The menu at  is perfect for sharing, with smaller bites and larger plates featuring elevated and innovative cuisine. The laidback patio features both lounge space and an outdoor dining area.

Warm, spacious, and community-focused,  stands out with fresh contemporary American fare and a curated wine list highlighting labels owned by women and minority-owned producers. Located in a historic neighborhood, this chic restaurant and wine bar showcases talented DJs and live musicians weekly.",https://cdn.choosechicago.com/uploads/2024/03/20OCT23_Skalawag_ChooseBronzeville_BronzevilleWinery_144-scaled-e1712242520197-900x528.jpg,choosechicago,couple-romantic and outdoor,"this chic spot in the historic bronzeville neighborhood features curated art on the walls live music and dj residencies and a rotating wine list featuring women minority and black winemakers the menu at is perfect for sharing with smaller bites and larger plates featuring elevated and innovative cuisine the laidback patio features both lounge space and an outdoor dining area 

warm spacious and community focused stands out with fresh contemporary american fare and a curated wine list highlighting labels owned by women and minority owned producers located in a historic neighborhood this chic restaurant and wine bar showcases talented djs and live musicians weekly "
Brookfield Zoo,"is set within a 216-acre nature park. World-renowned, the zooâ€™s 2,000+ residents have captivated and educated visitors since 1934. Donâ€™t forget to take in a dolphin show at Seven Seas, and sign up for seasonal giraffe feedings, penguin encounters, and education-focused animal kingdom experiences.",,choosechicago,family-,set within acre nature park world renowned zoo resident captivated educated visitor since forget take dolphin show seven sea sign seasonal giraffe feeding penguin encounter education focused animal kingdom experience
brunch and lunch cruises,"If youâ€™re looking for something more casual,  are a great way to go. You can sip mimosas while admiring architecture on the Chicago River or watch the sun sparkle off the waters of Lake Michigan. A brunch or lunch cruise may include a delicious buffet-style or plated meal, bottomless mimosas, picturesque views, and DJ entertainment. Some cruises include informational narration so you can learn more about the cityâ€™s iconic skyscrapers and landmarks as you enjoy your meal.",https://cdn.choosechicago.com/uploads/2023/03/c4a21370-4a05-4b08-b545-b7965cb3145a-900x630.jpeg,choosechicago,couple-dinner cruises,if you re looking for something more casual are a great way to go you can sip mimosas while admiring architecture on the chicago river or watch the sun sparkle off the waters of lake michigan a brunch or lunch cruise may include a delicious buffet style or plated meal bottomless mimosas picturesque views and dj entertainment some cruises include informational narration so you can learn more about the city s iconic skyscrapers and landmarks as you enjoy your meal 
Cabana Club,": Atop The Robey hotel in the heart of Wicker Park,  offers a panoramic view of the city skyline, a rooftop pool, and frozen cocktails.",,choosechicago,couple-outdoor dining, atop the robey hotel in the heart of wicker park offers a panoramic view of the city skyline a rooftop pool and frozen cocktails 
Caffe Olivia,"Tucked away on the calm shores of Oak Street Beach, the beachfront  offers a casual menu and sweeping lake views in a charming atmosphere. Food options include fresh salads topped with grilled calamari, fish tacos, coconut shrimp, and more. The patio welcomes dogs and even serves a burger patty just for your furry companion.",https://cdn.choosechicago.com/uploads/2019/05/beach_cabanas_0d003de3-b79d-4e23-9d15-1f6591bea1a3-1-750x500.jpg,choosechicago,couple-waterfront restaurants,tucked away on the calm shores of oak street beach the beachfront offers a casual menu and sweeping lake views in a charming atmosphere food options include fresh salads topped with grilled calamari fish tacos coconut shrimp and more the patio welcomes dogs and even serves a burger patty just for your furry companion 
