title,description,personas,category,text_cleaned_lemmatized,image_url,text_cleaned,website
Shedd Aquarium,"The  offers Illinois residents free access to all permanent exhibits, including special exhibits Underwater Beauty and seasonal Stingray Touch, on select dates throughout the year.",budget,free museum day,https://cdn.choosechicago.com/uploads/2019/05/Shedd_e7fb75da-8c08-405e-b243-5369dc321efd-1-900x534.jpg,the offers illinois residents free access to all permanent exhibits including special exhibits underwater beauty and seasonal stingray touch on select dates throughout the year ,offer illinois resident free access permanent exhibit including special exhibit underwater beauty seasonal stingray touch select date throughout year,choosechicago
Chicago History Museum,The  offers free admission on select holidays and dates throughout the year.,budget,free museum day,https://cdn.choosechicago.com/uploads/2019/06/CH_2015_04_11_HistoryMuseum_1294-900x600.jpg,the offers free admission on select holidays and dates throughout the year ,offer free admission select holiday date throughout year,choosechicago
Museum of Science and Industry,Admission to the  is free for Illinois residents on select dates throughout the year.,budget,free museum day,https://cdn.choosechicago.com/uploads/2019/06/ScienceStorms_Vortex-900x537.jpg,admission to the is free for illinois residents on select dates throughout the year ,admission free illinois resident select date throughout year,choosechicago
DuSable Black History Museum and Education Center,The ÃÂ offers free admission for all every Wednesday.,budget,free museum day,https://cdn.choosechicago.com/uploads/2019/06/2021_0913_DuSable_Museum-1-900x600.jpg,the offers free admission for all every wednesday ,offer free admission every wednesday,choosechicago
Museum of Contemporary Art,"The  is always free for visitors under age 18, visitors with disabilities and their caregivers receive free admission, members of the military and police and fire departments and veterans, and Illinois elementary and high school teachers.",budget,free museum day,https://cdn.choosechicago.com/uploads/2020/03/DuroOlowu_Install_20200302_032-900x600.jpg,the is always free for visitors under age  visitors with disabilities and their caregivers receive free admission members of the military and police and fire departments and veterans and illinois elementary and high school teachers ,always free visitor age visitor disability caregiver receive free admission member military police fire department veteran illinois elementary high school teacher,choosechicago
Peggy Notebaert Nature Museum,The offers weekly Donation Days for Illinois residents every Thursday the museum is open for Illinois residents. Visitors can enjoy free admission during these Donation Days or support the museum with a $10 suggested household donation at the time of admission.,budget,free museum day,https://cdn.choosechicago.com/uploads/2019/06/Peggy-Notebaert-Nature-Museum-garden-4-900x600.jpg,the offers weekly donation days for illinois residents every thursday the museum is open for illinois residents visitors can enjoy free admission during these donation days or support the museum with a  suggested household donation at the time of admission ,offer weekly donation day illinois resident every thursday museum open illinois resident visitor enjoy free admission donation day support museum suggested household donation time admission,choosechicago
Illinois Holocaust Museum,The  offers a variety of free admission days and discounted tickets throughout the year.,budget,free museum day,https://cdn.choosechicago.com/uploads/2020/07/Resistance-Gallery_3-900x601.jpg,the offers a variety of free admission days and discounted tickets throughout the year ,offer variety free admission day discounted ticket throughout year,choosechicago
Chicago ChildrenÃ¢ÂÂs Museum,The  offers veterans and active military free admission every day with the presentation of valid military status identification.,budget,free museum day,https://cdn.choosechicago.com/uploads/2019/06/AA_Fall_NavyPier01_d4da2120-b391-4744-a3ca-4ae0b51adc1a.jpg,the offers veterans and active military free admission every day with the presentation of valid military status identification ,offer veteran active military free admission every day presentation valid military status identification,choosechicago
Swedish American Museum,Free admission every second Tuesday of the month year-round at the . Children aged 1 year or younger are admitted free.,budget,free museum day,https://cdn.choosechicago.com/uploads/2019/06/7eb45a04_5972_4dec_9dd4_03509a180cbd_06bc14d8-db88-45d4-bba0-0af2804371cd.jpg,free admission every second tuesday of the month year round at the children aged  year or younger are admitted free ,free admission every second tuesday month year round child aged year younger admitted free,choosechicago
Chicago Blues Festival,"The  in Millennium Park is the largest free blues festival in the world. Over four days each June, more than 500,000 blues fans and a lineup of renowned musicians prove that Chicago is indeed the Ã¢ÂÂBlues Capital of the World.Ã¢ÂÂ Past performers include Bonnie Raitt, Ray Charles, B.B. King, the late Bo Diddley, Buddy Guy, and the late Koko Taylor.",budget,summer music festival,https://cdn.choosechicago.com/uploads/2019/06/budget-festivals-900x506.jpg,the in millennium park is the largest free blues festival in the world over four days each june more than   blues fans and a lineup of renowned musicians prove that chicago is indeed the Ã¢ÂÂblues capital of the world past performers include bonnie raitt ray charles b b king the late bo diddley buddy guy and the late koko taylor ,millennium park largest free blue festival world four day june blue fan lineup renowned musician prove chicago indeed Ã¢ÂÂ blue capital world past performer include bonnie raitt ray charles b b king late bo diddley buddy guy late koko taylor,choosechicago
Grant Park Music Festival,"Head to the Jay Pritzker Pavilion in Millennium Park for the nationÃ¢ÂÂs only free, outdoor classical music series of its kind Ã¢ÂÂ the . The Grammy-nominated Grant Park Orchestra, along with the 100-plus-member Grant Park Chorus and special guest performers and conductors, bring the sounds of Mozart, Beethoven, Tchaikovsky, and more to Millennium Park all summer long. Spread out on the Great Lawn and enjoy.",budget,summer music festival,https://cdn.choosechicago.com/uploads/2019/06/Carlos_Kalmar_Conducting_cr_Patrick_Pyszka_974663c5-80f6-4dcb-8203-668aad79980d-1-750x445.jpg,head to the jay pritzker pavilion in millennium park for the nation s only free outdoor classical music series of its kind the the grammy nominated grant park orchestra along with the  plus member grant park chorus and special guest performers and conductors bring the sounds of mozart beethoven tchaikovsky and more to millennium park all summer long spread out on the great lawn and enjoy ,head jay pritzker pavilion millennium park nation free outdoor classical music series kind grammy nominated grant park orchestra along plus member grant park chorus special guest performer conductor bring sound mozart beethoven tchaikovsky millennium park summer long spread great lawn enjoy,choosechicago
Chicago House Music Festival and Conference,"The  showcases the various sounds and styles of house music, a Chicago-born genre that has revolutionized dance music internationally. The event brings in nationally recognized artists and homegrown talent, such as Mr. A.L.I., Reel People, Tony Humphries, Gene Hunt, Mark Grusane, and First Lady, plus industry leaders for panels and discussions.",budget,summer music festival,https://cdn.choosechicago.com/uploads/2020/01/file6-1-900x599.jpeg,the showcases the various sounds and styles of house music a chicago born genre that has revolutionized dance music internationally the event brings in nationally recognized artists and homegrown talent such as mr a l i reel people tony humphries gene hunt mark grusane and first lady plus industry leaders for panels and discussions ,showcase various sound style house music chicago born genre revolutionized dance music internationally event brings nationally recognized artist homegrown talent mr l reel people tony humphries gene hunt mark grusane first lady plus industry leader panel discussion,choosechicago
